,datetime,code,price,amount,cash,order_id,realorder_id,trade_id,account_cookie,commission,tax,message,frozen,direction,total_frozen
0,2019-01-04 11:30:00,RBL8,3467.0,94,706365.902,6517acb5-2eb8-42af-9900-f880aef7194c,6517acb5-2eb8-42af-9900-f880aef7194c,6517acb5-2eb8-42af-9900-f880aef7194c,T01b2T_RBL8_15min,325.898,0,,293308.2,2,293308.2
1,2019-01-11 11:00:00,RBL8,3499.0,-94,1029425.1959999995,06beef96-d97f-4ccd-b528-e3e332711bc8,06beef96-d97f-4ccd-b528-e3e332711bc8,06beef96-d97f-4ccd-b528-e3e332711bc8,T01b2T_RBL8_15min,328.906,0,,0.0,-3,0.0
2,2019-01-11 14:30:00,RBL8,3535.0,93,733216.9409999995,e8d483ea-84a2-407f-aa34-dc34da5d9853,e8d483ea-84a2-407f-aa34-dc34da5d9853,e8d483ea-84a2-407f-aa34-dc34da5d9853,T01b2T_RBL8_15min,328.755,0,,295879.5,2,295879.5
3,2019-01-23 09:15:00,RBL8,3629.0,-93,1116178.9439999994,d5f2db80-0894-4dd9-a18c-11dae8962ee9,d5f2db80-0894-4dd9-a18c-11dae8962ee9,d5f2db80-0894-4dd9-a18c-11dae8962ee9,T01b2T_RBL8_15min,337.497,0,,0.0,-3,0.0
4,2019-01-24 13:45:00,RBL8,3669.0,89,821965.5029999996,d8ec62cc-fbdd-4cc8-b26e-7661a8b18ffe,d8ec62cc-fbdd-4cc8-b26e-7661a8b18ffe,d8ec62cc-fbdd-4cc8-b26e-7661a8b18ffe,T01b2T_RBL8_15min,326.541,0,,293886.89999999997,2,293886.89999999997
5,2019-01-28 14:45:00,RBL8,3689.0,-89,1133324.0819999995,77bb2776-9e13-46fc-925b-32aaceea3b2d,77bb2776-9e13-46fc-925b-32aaceea3b2d,77bb2776-9e13-46fc-925b-32aaceea3b2d,T01b2T_RBL8_15min,328.321,0,,0.0,-3,0.0
6,2019-02-01 11:15:00,RBL8,3739.0002441406,88,836866.2306425797,3e87111b-8537-41a4-afe1-656fe523f291,3e87111b-8537-41a4-afe1-656fe523f291,3e87111b-8537-41a4-afe1-656fe523f291,T01b2T_RBL8_15min,329.03202148437276,0,,296128.81933593546,2,296128.81933593546
7,2019-02-12 21:15:00,RBL8,3771.0002441406,-88,1160823.201957031,6c665759-c35a-4ecd-be6c-c5a58e9a76f6,6c665759-c35a-4ecd-be6c-c5a58e9a76f6,6c665759-c35a-4ecd-be6c-c5a58e9a76f6,T01b2T_RBL8_15min,331.8480214843728,0,,0.0,-3,0.0
8,2019-02-13 09:45:00,RBL8,3733.0002441406,-88,864841.0785996111,9f8d36a0-e1e9-414e-bc19-182436acd8ee,9f8d36a0-e1e9-414e-bc19-182436acd8ee,9f8d36a0-e1e9-414e-bc19-182436acd8ee,T01b2T_RBL8_15min,328.5040214843728,0,,295653.61933593545,-2,295653.61933593545
9,2019-02-18 21:15:00,RBL8,3674.0002441406,88,1212091.385914062,dd84ca45-2e29-4252-b8ad-ec8de176fb6f,dd84ca45-2e29-4252-b8ad-ec8de176fb6f,dd84ca45-2e29-4252-b8ad-ec8de176fb6f,T01b2T_RBL8_15min,323.3120214843728,0,,0.0,3,0.0
10,2019-02-20 09:15:00,RBL8,3630.0002441406,-91,914464.03589673,af79b8cf-5992-4d5f-ba2a-f33bc4deebf7,af79b8cf-5992-4d5f-ba2a-f33bc4deebf7,af79b8cf-5992-4d5f-ba2a-f33bc4deebf7,T01b2T_RBL8_15min,330.3300222167946,0,,297297.0199951151,-2,297297.0199951151
11,2019-02-20 22:15:00,RBL8,3678.0,91,1167746.5800597908,472655d7-1213-41a9-81b6-830c7b9fb47a,472655d7-1213-41a9-81b6-830c7b9fb47a,472655d7-1213-41a9-81b6-830c7b9fb47a,T01b2T_RBL8_15min,334.69800000000004,0,,0.0,3,0.0
12,2019-02-21 11:00:00,RBL8,3691.0002441406,89,871768.9614824002,0617ff14-b8dd-4b2b-bf30-b1f199c9f5a6,0617ff14-b8dd-4b2b-bf30-b1f199c9f5a6,0617ff14-b8dd-4b2b-bf30-b1f199c9f5a6,T01b2T_RBL8_15min,328.4990217285134,0,,295649.11955566204,2,295649.11955566204
13,2019-02-25 14:30:00,RBL8,3693.0002441406,-89,1168869.4040163339,9281db50-7dbc-4de7-b6ec-744330518622,9281db50-7dbc-4de7-b6ec-744330518622,9281db50-7dbc-4de7-b6ec-744330518622,T01b2T_RBL8_15min,328.6770217285134,0,,0.0,-3,0.0
14,2019-02-25 15:00:00,RBL8,3691.0002441406,-89,872891.7854389433,4f51acb9-1671-4cfa-910d-64ce485cd91a,4f51acb9-1671-4cfa-910d-64ce485cd91a,4f51acb9-1671-4cfa-910d-64ce485cd91a,T01b2T_RBL8_15min,328.4990217285134,0,,295649.11955566204,-2,295649.11955566204
15,2019-02-26 13:45:00,RBL8,3740.0,89,1124598.262279739,6e65150d-4480-416b-a51d-0df226196d50,6e65150d-4480-416b-a51d-0df226196d50,6e65150d-4480-416b-a51d-0df226196d50,T01b2T_RBL8_15min,332.86,0,,0.0,3,0.0
16,2019-03-01 11:30:00,RBL8,3778.0002441406,87,828452.1571422897,776e1578-965c-450b-b884-8b4e4bdc6b49,776e1578-965c-450b-b884-8b4e4bdc6b49,776e1578-965c-450b-b884-8b4e4bdc6b49,T01b2T_RBL8_15min,328.68602124023226,0,,295817.41911620897,2,295817.41911620897
